baseClass,equivalentClass
DOID:0050469,OMIM:218040
DOID:4253,OMIM:155950
DOID:14761,OMIM:175700
DOID:13832,OMIM:607411
DOID:2987,OMIM:249100
DOID:2236,OMIM:202400
DOID:0050419,OMIM:610984
DOID:10017,OMIM:131100
DOID:0050814,OMIM:605282
DOID:8616,OMIM:171000
DOID:2120,OMIM:305600
DOID:10611,OMIM:226300
DOID:12559,OMIM:259750
DOID:0050643,OMIM:206800
DOID:12259,OMIM:306900
DOID:2626,OMIM:260500
DOID:0050691,OMIM:113620
DOID:5813,OMIM:613179
DOID:0060221,OMIM:614569
DOID:859,OMIM:253270
DOID:0050649,OMIM:209300
DOID:11211,OMIM:231300
DOID:0050461,OMIM:208400
DOID:0060209,OMIM:614808
DOID:1761,OMIM:155900
DOID:769,OMIM:256700
DOID:4752,OMIM:146500
DOID:3315,OMIM:151900
DOID:1415,OMIM:258870
DOID:0060211,OMIM:615426
DOID:8158,OMIM:609536
DOID:0050768,OMIM:604273
DOID:8924,OMIM:188030
DOID:3633,OMIM:248510
DOID:14221,OMIM:605552
DOID:0050647,OMIM:301835
DOID:9261,OMIM:161550
DOID:674,OMIM:119540
DOID:0050452,OMIM:610377
DOID:14764,OMIM:150250
DOID:1811,OMIM:604335
DOID:0050574,OMIM:236792
DOID:6691,OMIM:214900
DOID:0050640,OMIM:607095
DOID:0060206,OMIM:300857
DOID:2216,OMIM:227400
DOID:0050441,OMIM:272200
DOID:10992,OMIM:606752
DOID:14796,OMIM:223370
DOID:0050726,OMIM:276700
DOID:0050722,OMIM:601815
DOID:14731,OMIM:277590
DOID:0050579,OMIM:613507
DOID:7004,OMIM:219090
DOID:1932,OMIM:105830
DOID:0050465,OMIM:158320
DOID:0050597,OMIM:181460
DOID:3827,OMIM:610187
DOID:310,OMIM:545000
DOID:2229,OMIM:612416
DOID:2861,OMIM:613470
DOID:0050725,OMIM:276600
DOID:13300,OMIM:181440
DOID:13366,OMIM:184850
DOID:0050604,OMIM:607778
DOID:0050528,OMIM:234050
DOID:0080055,OMIM:600972
DOID:3962,OMIM:188470
DOID:3529,OMIM:117000
DOID:0050770,OMIM:174050
DOID:2738,OMIM:264800
DOID:0050835,OMIM:128100
DOID:633,OMIM:160750
DOID:0050877,OMIM:260370
DOID:4810,OMIM:213700
DOID:3535,OMIM:254800
DOID:0050468,OMIM:153300
DOID:0050717,OMIM:277380
DOID:0060063,OMIM:300751
DOID:11459,OMIM:243200
DOID:12642,OMIM:142400
DOID:12934,OMIM:530000
DOID:0050867,OMIM:311150
DOID:6245,OMIM:553000
DOID:11549,OMIM:103100
DOID:3389,OMIM:245000
DOID:0050774,OMIM:266280
DOID:1391,OMIM:245900
DOID:8161,OMIM:607464
DOID:14694,OMIM:243800
DOID:0050464,OMIM:228000
DOID:11367,OMIM:610256
DOID:1919,OMIM:300322
DOID:4183,OMIM:612463
DOID:12098,OMIM:190400
DOID:14692,OMIM:270400
DOID:3052,OMIM:124100
DOID:6682,OMIM:184200
DOID:9883,OMIM:300376
DOID:4769,OMIM:601200
DOID:2582,OMIM:614097
DOID:0050527,OMIM:145750
DOID:3263,OMIM:172800
DOID:11983,OMIM:176270
DOID:3590,OMIM:231090
DOID:0050720,OMIM:238970
DOID:0050460,OMIM:194190
DOID:2565,OMIM:217800
DOID:11727,OMIM:158900
DOID:13378,OMIM:611775
DOID:12399,OMIM:606349
DOID:14693,OMIM:129500
DOID:0050633,OMIM:300500
DOID:2752,OMIM:232300
DOID:9274,OMIM:238700
DOID:5363,OMIM:613488
DOID:1123,OMIM:106300
DOID:10383,OMIM:162100
DOID:0050437,OMIM:300257
DOID:0050470,OMIM:246200
DOID:4447,OMIM:153880
DOID:0050332,OMIM:600791
DOID:14778,OMIM:110100
DOID:2907,OMIM:164210
DOID:4971,OMIM:254450
DOID:0060179,OMIM:309500
DOID:9563,OMIM:211400
DOID:4252,OMIM:203450
DOID:0080051,OMIM:201250
DOID:5408,OMIM:602080
DOID:990,OMIM:234700
DOID:529,OMIM:606798
DOID:2224,OMIM:187950
DOID:6255,OMIM:102200
DOID:14289,OMIM:224700
DOID:12583,OMIM:192430
DOID:2748,OMIM:232400
DOID:14699,OMIM:274000
DOID:13714,OMIM:206780
DOID:6686,OMIM:100700
DOID:3204,OMIM:162091
DOID:14175,OMIM:193300
DOID:10825,OMIM:145500
DOID:3928,OMIM:103200
DOID:12217,OMIM:127750
DOID:0050656,OMIM:251290
DOID:3687,OMIM:540000
DOID:3371,OMIM:215300
DOID:14515,OMIM:194072
DOID:0050561,OMIM:606369
DOID:12918,OMIM:211480
DOID:2750,OMIM:232500
DOID:2746,OMIM:232600
DOID:3323,OMIM:268800
DOID:599,OMIM:608251
DOID:9744,OMIM:222100
DOID:5117,OMIM:166950
DOID:11782,OMIM:603047
DOID:1858,OMIM:174800
DOID:9250,OMIM:200990
DOID:14218,OMIM:274270
DOID:3852,OMIM:175200
DOID:1540,OMIM:608266
DOID:0050331,OMIM:149730
DOID:2219,OMIM:273800
DOID:0080052,OMIM:200700
DOID:758,OMIM:270100
DOID:12894,OMIM:270150
DOID:14705,OMIM:101600
DOID:0050834,OMIM:214800
DOID:0050677,OMIM:262000
DOID:11721,OMIM:232800
DOID:0050658,OMIM:149200
DOID:11719,OMIM:164300
DOID:5394,OMIM:600634
DOID:0060060,OMIM:605027
DOID:0050882,OMIM:600224
DOID:11353,OMIM:109820
DOID:0050552,OMIM:190351
DOID:9273,OMIM:215700
DOID:1442,OMIM:203700
DOID:0080026,OMIM:215150
DOID:0050559,OMIM:253800
DOID:0050724,OMIM:614023
DOID:11722,OMIM:160900
DOID:0050678,OMIM:186580
DOID:0050638,OMIM:105210
DOID:5520,OMIM:275355
DOID:0050657,OMIM:153480
DOID:705,OMIM:535000
DOID:4624,OMIM:166000
DOID:3649,OMIM:312170
DOID:11342,OMIM:107800
DOID:9212,OMIM:173200
DOID:13374,OMIM:135100
DOID:0050637,OMIM:105120
DOID:3210,OMIM:312080
DOID:14261,OMIM:300624
DOID:13269,OMIM:121300
DOID:0050556,OMIM:271245
DOID:5572,OMIM:130650
DOID:0050601,OMIM:103285
DOID:3534,OMIM:254780
DOID:0050587,OMIM:613229
DOID:0050603,OMIM:200500
DOID:4795,OMIM:272750
DOID:8997,OMIM:263300
DOID:2732,OMIM:268400
DOID:10915,OMIM:277730
DOID:12134,OMIM:134500
DOID:1595,OMIM:608516
DOID:0050833,OMIM:258900
DOID:14250,OMIM:190685
DOID:12169,OMIM:115430
DOID:3890,OMIM:176000
DOID:12704,OMIM:208900
DOID:3969,OMIM:188550
DOID:5204,OMIM:229700
DOID:4480,OMIM:100800
DOID:0050463,OMIM:114290
DOID:0050684,OMIM:211180
DOID:0050675,OMIM:612292
DOID:1930,OMIM:245800
DOID:3302,OMIM:215400
DOID:1070,OMIM:137760
DOID:1935,OMIM:209900
DOID:11996,OMIM:187400
DOID:10923,OMIM:603903
DOID:14118,OMIM:238600
DOID:14365,OMIM:212140
DOID:14323,OMIM:154700
DOID:11042,OMIM:134750
DOID:0050790,OMIM:228900
DOID:2106,OMIM:160800
DOID:0050655,OMIM:241850
DOID:9574,OMIM:608911
DOID:1056,OMIM:309000
DOID:6713,OMIM:601367
DOID:13166,OMIM:103920
DOID:0050883,OMIM:614559
DOID:10300,OMIM:179600
DOID:11329,OMIM:103400
DOID:0050125,OMIM:614371
DOID:288,OMIM:600458
DOID:14498,OMIM:247100
DOID:11202,OMIM:600166
DOID:14671,OMIM:243150
DOID:1856,OMIM:118400
DOID:0050387,OMIM:144700
DOID:14415,OMIM:150600
DOID:0050660,OMIM:123790
DOID:11252,OMIM:206200
DOID:11476,OMIM:166710
DOID:0050606,OMIM:101900
DOID:0050476,OMIM:302060
DOID:0060066,OMIM:206000
DOID:13271,OMIM:263700
DOID:893,OMIM:277900
DOID:0060161,OMIM:313200
DOID:3320,OMIM:272800
DOID:13482,OMIM:176920
DOID:0050156,OMIM:178500
DOID:0060162,OMIM:125370
DOID:4674,OMIM:300068
DOID:2156,OMIM:603737
DOID:0050662,OMIM:611809
DOID:8552,OMIM:608232
DOID:4603,OMIM:113800
DOID:14762,OMIM:186400
DOID:0050716,OMIM:277410
DOID:14227,OMIM:415000
DOID:0050530,OMIM:253550
DOID:14723,OMIM:203750
DOID:12707,OMIM:213400
DOID:4346,OMIM:176200
DOID:14757,OMIM:130020
DOID:6457,OMIM:158350
DOID:3783,OMIM:303600
DOID:0050759,OMIM:602668
DOID:3413,OMIM:248500
DOID:0050694,OMIM:211530
DOID:0080021,OMIM:156500
DOID:0050554,OMIM:301310
DOID:8584,OMIM:113970
DOID:6419,OMIM:187500
DOID:1837,OMIM:612227
DOID:12305,OMIM:308300
DOID:0050792,OMIM:600195
DOID:1699,OMIM:242100
DOID:0080030,OMIM:602111
DOID:0050802,OMIM:615349
DOID:1485,OMIM:219700
DOID:0050558,OMIM:254090
DOID:1925,OMIM:135900
DOID:2452,OMIM:188050
